species,label_idx,filepath,fold
Carduelis carduelis,0,Carduelis carduelis/84.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/85.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/86.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/87.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/88.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/89.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/90.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/91.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/92.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/93.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/94.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/95.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/96.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/97.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/98.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/99.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/100.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/101.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/102.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/103.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/104.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/105.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/106.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/107.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/108.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/109.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/110.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/111.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/112.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/113.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/114.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/115.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/116.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/117.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/118.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/119.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/120.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/121.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/122.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/123.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/124.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/125.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/126.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/127.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/128.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/129.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/130.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/131.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/132.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/133.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/134.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/135.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/136.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/137.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/138.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/139.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/140.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/141.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/142.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/143.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/144.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/145.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/146.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/147.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/148.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/149.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/150.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/151.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/152.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/153.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/154.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/155.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/156.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/157.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/158.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/159.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/160.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/161.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/162.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/163.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/164.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/165.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/166.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/167.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/168.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/169.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/170.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/171.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/172.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/173.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/174.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/175.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/176.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/177.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/178.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/179.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/180.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/181.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/182.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/183.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/184.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/185.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/186.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/187.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/188.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/189.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/190.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/191.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/192.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/193.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/194.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/195.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/196.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/197.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/198.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/199.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/200.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/201.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/202.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/203.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/204.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/205.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/206.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/207.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/208.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/209.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/210.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/211.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/212.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/213.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/214.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/215.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/216.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/217.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/218.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/219.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/220.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/221.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/222.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/223.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/224.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/225.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/226.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/227.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/228.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/229.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/230.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/231.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/232.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/233.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/234.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/235.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/236.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/237.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/238.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/239.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/240.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/241.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/242.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/243.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/244.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/245.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/246.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/247.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/248.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/249.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/250.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/251.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/252.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/253.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/254.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/255.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/256.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/257.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/258.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/259.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/260.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/261.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/262.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/263.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/264.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/265.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/266.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/267.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/268.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/269.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/270.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/271.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/272.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/273.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/274.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/275.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/276.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/277.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/278.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/279.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/280.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/281.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/282.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/283.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/284.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/285.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/286.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/287.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/288.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/289.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/290.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/291.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/292.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/293.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/294.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/295.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/296.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/297.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/298.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/299.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/300.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/301.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/302.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/303.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/304.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/305.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/306.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/307.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/308.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/309.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/310.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/311.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/312.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/313.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/314.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/315.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/316.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/317.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/318.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/319.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/320.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/321.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/322.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/323.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/324.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/325.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/326.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/327.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/328.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/329.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/330.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/331.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/332.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/333.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/334.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/335.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/336.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/337.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/338.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/339.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/340.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/341.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/342.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/343.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/344.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/345.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/346.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/347.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/348.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/349.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/350.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/351.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/352.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/353.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/354.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/355.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/356.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/357.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/358.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/359.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/360.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/361.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/362.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/363.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/364.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/365.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/366.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/367.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/368.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/369.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/370.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/371.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/372.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/373.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/374.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/375.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/376.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/377.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/378.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/379.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/380.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/381.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/382.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/383.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/384.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/385.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/386.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/387.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/388.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/389.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/390.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/391.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/392.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/393.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/394.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/395.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/396.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/397.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/398.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/399.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/400.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/401.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/402.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/403.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/404.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/405.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/406.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/407.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/408.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/409.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/410.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/411.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/412.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/413.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/414.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/415.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/416.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/417.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/418.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/419.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/420.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/421.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/422.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/423.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/424.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/425.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/426.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/427.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/428.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/429.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/430.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/431.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/432.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/433.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/434.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/435.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/436.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/437.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/438.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/439.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/440.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/441.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/442.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/443.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/444.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/445.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/446.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/447.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/448.jpg,-1
Carduelis carduelis,0,Carduelis carduelis/449.jpg,-1
