filepath,label_idx,species,split,fold
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_345.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_246.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_278.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_490.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_168.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_512.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_56.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_357.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_12.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_465.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_273.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_79.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_286.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_572.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_288.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_365.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_472.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_38.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_320.png,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_238.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_107.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_167.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_267.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_61.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_318.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_257.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_52.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_341.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_92.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_13.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_447.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_103.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_505.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_525.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_421.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_558.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_517.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_436.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_122.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_316.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_249.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_303.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_66.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_458.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_523.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_35.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_457.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_276.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_95.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_45.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_184.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_75.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_330.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_366.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_109.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_364.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_218.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_244.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_302.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_425.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_123.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_230.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_426.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_399.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_1.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_237.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_199.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_141.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_172.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_513.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_307.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_27.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_536.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_185.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_250.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_78.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_527.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_176.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_296.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_271.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_392.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_502.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_415.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_519.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_70.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_385.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_74.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_564.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_565.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_2.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_348.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_379.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_114.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_177.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_151.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_573.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_455.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_510.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_586.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_317.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_400.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_578.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_136.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_470.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_152.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_451.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_375.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_232.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_69.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_171.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_14.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_350.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_213.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_424.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_160.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_313.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_384.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_119.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_360.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_567.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_105.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_543.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_456.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_450.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_41.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_514.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_496.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_270.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_327.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_482.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_376.png,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_24.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_181.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_353.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_263.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_189.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_518.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_309.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_247.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_542.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_15.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_253.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_248.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_173.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_471.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_210.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_550.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_475.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_501.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_128.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_509.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_539.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_346.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_526.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_337.jpg,0,Carduelis carduelis,test,-1
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_155.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_314.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_467.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_571.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_202.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_593.jpg,0,Carduelis carduelis,train,4
full_image_dataset/Carduelis_carduelis/Carduelis_carduelis_145.jpg,0,Carduelis carduelis,train,4
